Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status
WR,Dayton Wade (43728201),Dayton Wade,43728201,WR/FLEX,3000,BAL@IND 09/13/2026 01:00PM ET,BAL,0,
WR,Cornelius Johnson (43728203),Cornelius Johnson,43728203,WR/FLEX,3000,BAL@IND 09/13/2026 01:00PM ET,BAL,0,
WR,Xavier Guillory (43728205),Xavier Guillory,43728205,WR/FLEX,3000,BAL@IND 09/13/2026 01:00PM ET,BAL,0,
WR,Cortez Braham Jr. (43728207),Cortez Braham Jr.,43728207,WR/FLEX,3000,BAL@IND 09/13/2026 01:00PM ET,BAL,0,
WR,Octavian Smith Jr. (43728209),Octavian Smith Jr.,43728209,WR/FLEX,3000,BAL@IND 09/13/2026 01:00PM ET,BAL,0,
WR,Gabriel Benyard (43728211),Gabriel Benyard,43728211,WR/FLEX,3000,CHI@CAR 09/13/2026 01:00PM ET,CAR,0,
WR,Casey Washington (43728213),Casey Washington,43728213,WR/FLEX,3000,CHI@CAR 09/13/2026 01:00PM ET,CAR,2.2,
TE,Luke Musgrave (43728269),Luke Musgrave,43728269,TE/FLEX,3000,GB@MIN 09/13/2026 04:25PM ET,GB,2.8,OUT
TE,David Njoku (43728271),David Njoku,43728271,TE/FLEX,3000,ARI@LAC 09/13/2026 04:25PM ET,LAC,7.2,
TE,Darnell Washington (43728273),Darnell Washington,43728273,TE/FLEX,3000,ATL@PIT 09/13/2026 01:00PM ET,PIT,4.7,
DST,Packers (43728532),Packers,43728532,DST,3000,GB@MIN 09/13/2026 04:25PM ET,GB,4.6,
DST,Ravens (43728533),Ravens,43728533,DST,3000,BAL@IND 09/13/2026 01:00PM ET,BAL,5.7,
TE,Brock Wright (43728275),Brock Wright,43728275,TE/FLEX,2900,NO@DET 09/13/2026 01:00PM ET,DET,3.3,
TE,Michael Mayer (43728277),Michael Mayer,43728277,TE/FLEX,2900,MIA@LV 09/13/2026 04:25PM ET,LV,5.7,
TE,Tommy Tremble (43728279),Tommy Tremble,43728279,TE/FLEX,2900,CHI@CAR 09/13/2026 01:00PM ET,CAR,3.8,
DST,Texans (43728534),Texans,43728534,DST,2900,BUF@HOU 09/13/2026 01:00PM ET,HOU,10.6,
DST,Raiders (43728535),Raiders,43728535,DST,2900,MIA@LV 09/13/2026 04:25PM ET,LV,4.4,
TE,Josh Oliver (43728281),Josh Oliver,43728281,TE/FLEX,2800,GB@MIN 09/13/2026 04:25PM ET,MIN,3.7,
TE,Mason Taylor (43728283),Mason Taylor,43728283,TE/FLEX,2800,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,6.8,
TE,Ben Sinnott (43728285),Ben Sinnott,43728285,TE/FLEX,2800,WAS@PHI 09/13/2026 04:25PM ET,WAS,1.8,Q
TE,Sam Roush (43728287),Sam Roush,43728287,TE/FLEX,2800,CHI@CAR 09/13/2026 01:00PM ET,CHI,0,
DST,Bears (43728536),Bears,43728536,DST,2800,CHI@CAR 09/13/2026 01:00PM ET,CHI,6.4,
DST,Vikings (43728537),Vikings,43728537,DST,2800,GB@MIN 09/13/2026 04:25PM ET,MIN,8,
TE,Daniel Bellinger (43728289),Daniel Bellinger,43728289,TE/FLEX,2700,NYJ@TEN 09/13/2026 01:00PM ET,TEN,3.7,
TE,Oscar Delp (43728291),Oscar Delp,43728291,TE/FLEX,2700,NO@DET 09/13/2026 01:00PM ET,NO,0,Q
TE,Ja'Tavion Sanders (43728293),Ja'Tavion Sanders,43728293,TE/FLEX,2700,CHI@CAR 09/13/2026 01:00PM ET,CAR,4.2,
TE,Marlin Klein (43728295),Marlin Klein,43728295,TE/FLEX,2700,BUF@HOU 09/13/2026 01:00PM ET,HOU,0,
TE,Austin Hooper (43728309),Austin Hooper,43728309,TE/FLEX,2700,ATL@PIT 09/13/2026 01:00PM ET,ATL,3.2,
DST,Bengals (43728538),Bengals,43728538,DST,2700,TB@CIN 09/13/2026 01:00PM ET,CIN,4.6,
DST,Dolphins (43728539),Dolphins,43728539,DST,2700,MIA@LV 09/13/2026 04:25PM ET,MIA,5.6,
TE,Foster Moreau (43728299),Foster Moreau,43728299,TE/FLEX,2600,BUF@HOU 09/13/2026 01:00PM ET,HOU,1.2,
TE,Drew Sample (43728301),Drew Sample,43728301,TE/FLEX,2600,TB@CIN 09/13/2026 01:00PM ET,CIN,1.9,
TE,Mitchell Evans (43728303),Mitchell Evans,43728303,TE/FLEX,2600,CHI@CAR 09/13/2026 01:00PM ET,CAR,2.7,
TE,Tanner Koziol (43728305),Tanner Koziol,43728305,TE/FLEX,2600,CLE@JAX 09/13/2026 01:00PM ET,JAX,0,
TE,Nate Boerkircher (43728307),Nate Boerkircher,43728307,TE/FLEX,2600,CLE@JAX 09/13/2026 01:00PM ET,JAX,0,
DST,Falcons (43728540),Falcons,43728540,DST,2600,ATL@PIT 09/13/2026 01:00PM ET,ATL,7.1,
DST,Buccaneers (43728541),Buccaneers,43728541,DST,2600,TB@CIN 09/13/2026 01:00PM ET,TB,5.8,
TE,Charlie Kolar (43728297),Charlie Kolar,43728297,TE/FLEX,2500,ARI@LAC 09/13/2026 04:25PM ET,LAC,2.1,
TE,Charlie Woerner (43728311),Charlie Woerner,43728311,TE/FLEX,2500,ATL@PIT 09/13/2026 01:00PM ET,ATL,0.8,
TE,Joshua Simon (43728313),Joshua Simon,43728313,TE/FLEX,2500,WAS@PHI 09/13/2026 04:25PM ET,WAS,0,
TE,Jack Velling (43728315),Jack Velling,43728315,TE/FLEX,2500,ATL@PIT 09/13/2026 01:00PM ET,ATL,0,
TE,Jackson Hawes (43728317),Jackson Hawes,43728317,TE/FLEX,2500,BUF@HOU 09/13/2026 01:00PM ET,BUF,2.8,
TE,Shane Zylstra (43728319),Shane Zylstra,43728319,TE/FLEX,2500,BUF@HOU 09/13/2026 01:00PM ET,BUF,0.8,
TE,Keleki Latu (43728321),Keleki Latu,43728321,TE/FLEX,2500,BUF@HOU 09/13/2026 01:00PM ET,BUF,1.5,
TE,Brevin Jordan (43728323),Brevin Jordan,43728323,TE/FLEX,2500,BUF@HOU 09/13/2026 01:00PM ET,HOU,0,Q
TE,Cade Stover (43728325),Cade Stover,43728325,TE/FLEX,2500,BUF@HOU 09/13/2026 01:00PM ET,HOU,2.3,
TE,Layne Pryor (43728327),Layne Pryor,43728327,TE/FLEX,2500,BUF@HOU 09/13/2026 01:00PM ET,HOU,0,
TE,Nikola Kalinic (43728329),Nikola Kalinic,43728329,TE/FLEX,2500,CHI@CAR 09/13/2026 01:00PM ET,CHI,0,IR
TE,Stephen Carlson (43728331),Stephen Carlson,43728331,TE/FLEX,2500,CHI@CAR 09/13/2026 01:00PM ET,CHI,0,
TE,Qadir Ismail (43728333),Qadir Ismail,43728333,TE/FLEX,2500,CHI@CAR 09/13/2026 01:00PM ET,CHI,0,
TE,Hayden Large (43728335),Hayden Large,43728335,TE/FLEX,2500,CHI@CAR 09/13/2026 01:00PM ET,CHI,0,IR
TE,Erick All Jr. (43728337),Erick All Jr.,43728337,TE/FLEX,2500,TB@CIN 09/13/2026 01:00PM ET,CIN,0,
TE,Tanner Hudson (43728339),Tanner Hudson,43728339,TE/FLEX,2500,TB@CIN 09/13/2026 01:00PM ET,CIN,3.2,
TE,Jack Endries (43728341),Jack Endries,43728341,TE/FLEX,2500,TB@CIN 09/13/2026 01:00PM ET,CIN,0,
TE,Cam Grandy (43728343),Cam Grandy,43728343,TE/FLEX,2500,GB@MIN 09/13/2026 04:25PM ET,MIN,0.5,
TE,Josh Kattus (43728345),Josh Kattus,43728345,TE/FLEX,2500,TB@CIN 09/13/2026 01:00PM ET,CIN,0,
TE,William Wagner (43728347),William Wagner,43728347,TE/FLEX,2500,TB@CIN 09/13/2026 01:00PM ET,CIN,0,
TE,Joe Royer (43728349),Joe Royer,43728349,TE/FLEX,2500,CLE@JAX 09/13/2026 01:00PM ET,CLE,0,OUT
TE,Jack Stoll (43728351),Jack Stoll,43728351,TE/FLEX,2500,CLE@JAX 09/13/2026 01:00PM ET,CLE,1.1,Q
TE,Blake Whiteheart (43728353),Blake Whiteheart,43728353,TE/FLEX,2500,CLE@JAX 09/13/2026 01:00PM ET,CLE,0.1,
TE,Carsen Ryan (43728355),Carsen Ryan,43728355,TE/FLEX,2500,CLE@JAX 09/13/2026 01:00PM ET,CLE,0,
TE,Brenden Bates (43728357),Brenden Bates,43728357,TE/FLEX,2500,CLE@JAX 09/13/2026 01:00PM ET,CLE,1,Q
TE,Tyler Conklin (43728359),Tyler Conklin,43728359,TE/FLEX,2500,NO@DET 09/13/2026 01:00PM ET,DET,1.3,
TE,Zach Horton (43728361),Zach Horton,43728361,TE/FLEX,2500,NO@DET 09/13/2026 01:00PM ET,DET,0,
TE,Thomas Gordon (43728363),Thomas Gordon,43728363,TE/FLEX,2500,NO@DET 09/13/2026 01:00PM ET,DET,0,
TE,Miles Kitselman (43728365),Miles Kitselman,43728365,TE/FLEX,2500,NO@DET 09/13/2026 01:00PM ET,DET,0,Q
TE,Josh Whyle (43728367),Josh Whyle,43728367,TE/FLEX,2500,GB@MIN 09/13/2026 04:25PM ET,GB,1.8,
TE,Drake Dabney (43728369),Drake Dabney,43728369,TE/FLEX,2500,GB@MIN 09/13/2026 04:25PM ET,GB,0.7,
TE,Messiah Swinson (43728371),Messiah Swinson,43728371,TE/FLEX,2500,CLE@JAX 09/13/2026 01:00PM ET,CLE,0,
TE,Luke Lachey (43728373),Luke Lachey,43728373,TE/FLEX,2500,GB@MIN 09/13/2026 04:25PM ET,GB,0,Q
TE,RJ Maryland (43728375),RJ Maryland,43728375,TE/FLEX,2500,GB@MIN 09/13/2026 04:25PM ET,GB,0,Q
TE,Thomas Yassmin (43728377),Thomas Yassmin,43728377,TE/FLEX,2500,GB@MIN 09/13/2026 04:25PM ET,GB,0,IR
TE,Kylen Granson (43728379),Kylen Granson,43728379,TE/FLEX,2500,NYJ@TEN 09/13/2026 01:00PM ET,TEN,0.6,
TE,Jaren Kanak (43728381),Jaren Kanak,43728381,TE/FLEX,2500,NYJ@TEN 09/13/2026 01:00PM ET,TEN,0,IR
TE,David Martin-Robinson (43728383),David Martin-Robinson,43728383,TE/FLEX,2500,NYJ@TEN 09/13/2026 01:00PM ET,TEN,0.8,
TE,Joel Wilson (43728385),Joel Wilson,43728385,TE/FLEX,2500,NYJ@TEN 09/13/2026 01:00PM ET,TEN,0,
TE,Mo Alie-Cox (43728387),Mo Alie-Cox,43728387,TE/FLEX,2500,BAL@IND 09/13/2026 01:00PM ET,IND,1.8,
TE,Drew Ogletree (43728389),Drew Ogletree,43728389,TE/FLEX,2500,BAL@IND 09/13/2026 01:00PM ET,IND,0.8,
TE,Will Mallory (43728391),Will Mallory,43728391,TE/FLEX,2500,BAL@IND 09/13/2026 01:00PM ET,IND,1.3,IR
TE,Sean McKeon (43728393),Sean McKeon,43728393,TE/FLEX,2500,BAL@IND 09/13/2026 01:00PM ET,IND,0,Q
TE,Carson Towt (43728395),Carson Towt,43728395,TE/FLEX,2500,BAL@IND 09/13/2026 01:00PM ET,IND,0,IR
TE,Ian Thomas (43728397),Ian Thomas,43728397,TE/FLEX,2500,MIA@LV 09/13/2026 04:25PM ET,LV,1.6,
TE,Carter Runyon (43728399),Carter Runyon,43728399,TE/FLEX,2500,MIA@LV 09/13/2026 04:25PM ET,LV,0.1,IR
TE,Albert Okwuegbunam Jr. (43728401),Albert Okwuegbunam Jr.,43728401,TE/FLEX,2500,MIA@LV 09/13/2026 04:25PM ET,LV,8.6,
TE,Patrick Gurd (43728403),Patrick Gurd,43728403,TE/FLEX,2500,MIA@LV 09/13/2026 04:25PM ET,LV,0,
TE,Will Kacmarek (43728405),Will Kacmarek,43728405,TE/FLEX,2500,MIA@LV 09/13/2026 04:25PM ET,MIA,0,Q
TE,Seydou Traore (43728407),Seydou Traore,43728407,TE/FLEX,2500,MIA@LV 09/13/2026 04:25PM ET,MIA,0,
TE,Ben Sims (43728409),Ben Sims,43728409,TE/FLEX,2500,MIA@LV 09/13/2026 04:25PM ET,MIA,0.5,IR
TE,Cole Turner (43728411),Cole Turner,43728411,TE/FLEX,2500,MIA@LV 09/13/2026 04:25PM ET,MIA,0,IR
TE,Ben Yurosek (43728413),Ben Yurosek,43728413,TE/FLEX,2500,GB@MIN 09/13/2026 04:25PM ET,MIN,0.3,
TE,Gavin Bartholomew (43728415),Gavin Bartholomew,43728415,TE/FLEX,2500,GB@MIN 09/13/2026 04:25PM ET,MIN,0,
TE,Bryson Nesbit (43728417),Bryson Nesbit,43728417,TE/FLEX,2500,GB@MIN 09/13/2026 04:25PM ET,MIN,0,Q
TE,Marshall Lang (43728419),Marshall Lang,43728419,TE/FLEX,2500,GB@MIN 09/13/2026 04:25PM ET,MIN,0,
TE,Andrew DePaola (43728421),Andrew DePaola,43728421,TE/FLEX,2500,GB@MIN 09/13/2026 04:25PM ET,MIN,0,
TE,Moliki Matavao (43728423),Moliki Matavao,43728423,TE/FLEX,2500,NO@DET 09/13/2026 01:00PM ET,NO,0.5,IR
TE,Zaire Mitchell-Paden (43728425),Zaire Mitchell-Paden,43728425,TE/FLEX,2500,BUF@HOU 09/13/2026 01:00PM ET,HOU,0.5,
TE,Treyton Welch (43728427),Treyton Welch,43728427,TE/FLEX,2500,NO@DET 09/13/2026 01:00PM ET,NO,0,
TE,Cody Hardy (43728429),Cody Hardy,43728429,TE/FLEX,2500,NO@DET 09/13/2026 01:00PM ET,NO,0,
TE,Zach Wood (43728431),Zach Wood,43728431,TE/FLEX,2500,NO@DET 09/13/2026 01:00PM ET,NO,0,
TE,Jeremy Ruckert (43728433),Jeremy Ruckert,43728433,TE/FLEX,2500,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,2.8,
TE,Jelani Woods (43728435),Jelani Woods,43728435,TE/FLEX,2500,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,0.3,
TE,Chase Curtis (43728437),Chase Curtis,43728437,TE/FLEX,2500,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,0,IR
TE,Garrison Grimes (43728439),Garrison Grimes,43728439,TE/FLEX,2500,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,0,
TE,Johnny Mundt (43728441),Johnny Mundt,43728441,TE/FLEX,2500,WAS@PHI 09/13/2026 04:25PM ET,PHI,1.2,
TE,Grant Calcaterra (43728443),Grant Calcaterra,43728443,TE/FLEX,2500,WAS@PHI 09/13/2026 04:25PM ET,PHI,1.4,IR
TE,Stone Smartt (43728445),Stone Smartt,43728445,TE/FLEX,2500,NO@DET 09/13/2026 01:00PM ET,NO,0.8,
TE,Cameron Latu (43728447),Cameron Latu,43728447,TE/FLEX,2500,WAS@PHI 09/13/2026 04:25PM ET,PHI,0,
TE,E.J. Jenkins (43728449),E.J. Jenkins,43728449,TE/FLEX,2500,WAS@PHI 09/13/2026 04:25PM ET,PHI,0,
TE,Dae'Quan Wright (43728451),Dae'Quan Wright,43728451,TE/FLEX,2500,CLE@JAX 09/13/2026 01:00PM ET,CLE,0,
TE,Rocco Underwood (43728453),Rocco Underwood,43728453,TE/FLEX,2500,WAS@PHI 09/13/2026 04:25PM ET,PHI,0,
TE,Tip Reiman (43728455),Tip Reiman,43728455,TE/FLEX,2500,ARI@LAC 09/13/2026 04:25PM ET,ARI,1,OUT
TE,Elijah Higgins (43728457),Elijah Higgins,43728457,TE/FLEX,2500,ARI@LAC 09/13/2026 04:25PM ET,ARI,3.5,
TE,Teagan Quitoriano (43728459),Teagan Quitoriano,43728459,TE/FLEX,2500,ARI@LAC 09/13/2026 04:25PM ET,ARI,0,
TE,Kenny Yeboah (43728461),Kenny Yeboah,43728461,TE/FLEX,2500,ARI@LAC 09/13/2026 04:25PM ET,ARI,0,Q
TE,Rivaldo Fairweather (43728463),Rivaldo Fairweather,43728463,TE/FLEX,2500,ARI@LAC 09/13/2026 04:25PM ET,ARI,0,
TE,Jameson Geers (43728465),Jameson Geers,43728465,TE/FLEX,2500,ARI@LAC 09/13/2026 04:25PM ET,ARI,0,IR
TE,Robert Tonyan (43728467),Robert Tonyan,43728467,TE/FLEX,2500,ATL@PIT 09/13/2026 01:00PM ET,PIT,0.1,
TE,Jaheim Bell (43728469),Jaheim Bell,43728469,TE/FLEX,2500,ATL@PIT 09/13/2026 01:00PM ET,PIT,0,
TE,JJ Galbreath (43728471),JJ Galbreath,43728471,TE/FLEX,2500,BAL@IND 09/13/2026 01:00PM ET,IND,0,
TE,Lake McRee (43728473),Lake McRee,43728473,TE/FLEX,2500,ATL@PIT 09/13/2026 01:00PM ET,PIT,0,
TE,Jerand Bradley (43728475),Jerand Bradley,43728475,TE/FLEX,2500,ARI@LAC 09/13/2026 04:25PM ET,LAC,0,
TE,Evan Svoboda (43728477),Evan Svoboda,43728477,TE/FLEX,2500,ARI@LAC 09/13/2026 04:25PM ET,LAC,0,
TE,Johnny Pascuzzi (43728479),Johnny Pascuzzi,43728479,TE/FLEX,2500,ARI@LAC 09/13/2026 04:25PM ET,LAC,0,
TE,Payne Durham (43728481),Payne Durham,43728481,TE/FLEX,2500,TB@CIN 09/13/2026 01:00PM ET,TB,0.1,
TE,Ko Kieft (43728483),Ko Kieft,43728483,TE/FLEX,2500,TB@CIN 09/13/2026 01:00PM ET,TB,0,
TE,Bauer Sharp (43728485),Bauer Sharp,43728485,TE/FLEX,2500,TB@CIN 09/13/2026 01:00PM ET,TB,0,
TE,Devin Culp (43728487),Devin Culp,43728487,TE/FLEX,2500,TB@CIN 09/13/2026 01:00PM ET,TB,0.6,
TE,Kenny Fletcher Jr. (43728489),Kenny Fletcher Jr.,43728489,TE/FLEX,2500,TB@CIN 09/13/2026 01:00PM ET,TB,0,
TE,Evan Deckers (43728491),Evan Deckers,43728491,TE/FLEX,2500,TB@CIN 09/13/2026 01:00PM ET,TB,0,
TE,John Bates (43728493),John Bates,43728493,TE/FLEX,2500,WAS@PHI 09/13/2026 04:25PM ET,WAS,1.8,Q
TE,Colson Yankoff (43728495),Colson Yankoff,43728495,TE/FLEX,2500,WAS@PHI 09/13/2026 04:25PM ET,WAS,0.3,
TE,Lawrence Cager (43728497),Lawrence Cager,43728497,TE/FLEX,2500,WAS@PHI 09/13/2026 04:25PM ET,WAS,0,
TE,Quentin Moore (43728499),Quentin Moore,43728499,TE/FLEX,2500,WAS@PHI 09/13/2026 04:25PM ET,WAS,0,IR
TE,Tyler Ott (43728501),Tyler Ott,43728501,TE/FLEX,2500,WAS@PHI 09/13/2026 04:25PM ET,WAS,0,
TE,Feleipe Franks (43728503),Feleipe Franks,43728503,TE/FLEX,2500,CHI@CAR 09/13/2026 01:00PM ET,CAR,0,
TE,James Mitchell (43728505),James Mitchell,43728505,TE/FLEX,2500,CHI@CAR 09/13/2026 01:00PM ET,CAR,1,
TE,Caden Prieskorn (43728507),Caden Prieskorn,43728507,TE/FLEX,2500,CHI@CAR 09/13/2026 01:00PM ET,CAR,0,
TE,Quintin Morris (43728509),Quintin Morris,43728509,TE/FLEX,2500,CLE@JAX 09/13/2026 01:00PM ET,JAX,1.2,
TE,Hunter Long (43728511),Hunter Long,43728511,TE/FLEX,2500,ARI@LAC 09/13/2026 04:25PM ET,ARI,3.6,
TE,Patrick Herbert (43728513),Patrick Herbert,43728513,TE/FLEX,2500,ARI@LAC 09/13/2026 04:25PM ET,LAC,0,
TE,Ethan Conner (43728515),Ethan Conner,43728515,TE/FLEX,2500,MIA@LV 09/13/2026 04:25PM ET,MIA,0,
TE,Durham Smythe (43728517),Durham Smythe,43728517,TE/FLEX,2500,BAL@IND 09/13/2026 01:00PM ET,BAL,0.5,
TE,Matt Hibner (43728519),Matt Hibner,43728519,TE/FLEX,2500,BAL@IND 09/13/2026 01:00PM ET,BAL,0,
TE,Josh Cuevas (43728521),Josh Cuevas,43728521,TE/FLEX,2500,BAL@IND 09/13/2026 01:00PM ET,BAL,0,
TE,Ty Pezza (43728523),Ty Pezza,43728523,TE/FLEX,2500,BAL@IND 09/13/2026 01:00PM ET,BAL,0,
DST,Jets (43728542),Jets,43728542,DST,2500,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,2.8,
DST,Panthers (43728543),Panthers,43728543,DST,2500,CHI@CAR 09/13/2026 01:00PM ET,CAR,5.9,
DST,Colts (43728544),Colts,43728544,DST,2400,BAL@IND 09/13/2026 01:00PM ET,IND,5.8,
DST,Commanders (43728545),Commanders,43728545,DST,2300,WAS@PHI 09/13/2026 04:25PM ET,WAS,4.5,
DST,Saints (43728546),Saints,43728546,DST,2200,NO@DET 09/13/2026 01:00PM ET,NO,6.9,
DST,Browns (43728547),Browns,43728547,DST,2100,CLE@JAX 09/13/2026 01:00PM ET,CLE,7.8,
DST,Cardinals (43728548),Cardinals,43728548,DST,2000,ARI@LAC 09/13/2026 04:25PM ET,ARI,4.3,
